,Time_Zone ,Date,Username,all_tweets_clean_links
0, Central Africa Standard Time	,2021-05-07,CDF Tanzania,“ msichana akiolewa akiwa mdogo (mtoto) anapata mahari kubwa kulinganisha na yule atakayeolewa akiwa na umri mkubwa. Wanaweza kupata mahari kati ya Sh. 500000-700000 wakati wasichana wakubwa hupokea vyombo na nguo.” (Wasichana chini ya miaka 18
1, Central Africa Standard Time	,2021-05-07,CDF Tanzania,“Our parents say that if a girl is married at an early age she receives a higher bride price than the older one. They can get between TZS 500000-700000 for the younger child. Older girls only receive cooking ware and clothes.” (Girls
2, Central Africa Standard Time	,2021-05-05,CDF Tanzania,Mafunzo kwa kwa maafisa wa Dawati la Polisi la Jinsia yanalenga kuwajengea uwezo wa kitaalamu wa kushughulikia kesi za ukatili wa kijinsia na ukatili wa  watoto maafisa hawa.  #ZuiaUkatili  
3, Central Africa Standard Time	,2021-05-05,CDF Tanzania,@cdftz kwa kushirikiana na Jeshi la Polisi kwa ufadhili wa @UNFPATanzania kutoa mafunzo ya siku 5 kwa maafisa wa Dawati la Polisi la Jinsia na watoto kutoka wilaya 5 (Hannang Kiteto MbuluSimanjiro na Babati) Mkoani Manyara.   #ZuiaUkatili  
4, Central Africa Standard Time	,2021-05-05,CDF Tanzania,"""“I think parents marry off their children because life forces them to do so.” (Male 16 yrs - Lindi Rural)   """"Nadhani wazazi huwaoza mabinti zao kwa sababu ya hali ya kimaisha."""" (Kijana wa kiume mika 16 - Lindi Vijijini)  Je ndoa za utotoni huinua uchumi wa Kaya?  #ZuiaUkatili""	tl	[]	[]	[]	0	4	12	['zuiaukatili']	[]	"
5, Central Africa Standard Time	,2021-05-04,CDF Tanzania,""""""" miaka 17 Mkoani Shinyanga)  #ZuiaUkatili #EndVAWC""	in	[]	[]	[]	0	1	4	['zuiaukatili' 'endvawc']	[]	"
6, Central Africa Standard Time	,2021-05-04,CDF Tanzania,“Many girls in this village marry after they finish primary school at the age of 14. I was married at 15.” (Female 17 years old – Shinyanga).  #ZuiaUkatili #EndVAWC	en	[]	[]	[]	1	2	4	['zuiaukatili' 'endvawc']	[]	
7, Central Africa Standard Time	,2021-05-04,CDF Tanzania,@elkindy Asante kwa kutuandikia ujumbe tutalifanyia kazi.	in	[]	[]	[]	0	0	1	[]	[]	
8, Central Africa Standard Time	,2021-05-04,CDF Tanzania,@noto77830589 @bajabiri Itabidi tuwaulize.	tl	[]	[]	[]	0	0	1	[]	[]	 'name': 'notox' 'id': '1375918134796820480'} {'screen_name': 'bajabiri'
9, Central Africa Standard Time	,2021-05-04,CDF Tanzania,@MutRay2 @MabalaMakengeza Ni kweli kabisa. Asante kwa maoni yako.	tl	[]	[]	[]	0	0	0	[]	[]	 'name': 'MOG-EAMOT PROJECT' 'id': '1379831217005203463'} {'screen_name': 'MabalaMakengeza'
10, Central Africa Standard Time	,2021-05-04,CDF Tanzania,In the past they would never talk about sexual issues with adults because after all they were not allowed to marry uncut women
11, Central Africa Standard Time	,2021-05-04,CDF Tanzania,“As a male parent I am now freely discussing sensitive sexual issues that were not traditionally discussed with my sons. After attending the sensitisation seminars our sons feel more comfortable to reveal that they enjoy sex with their non-cut wives. (Male parent - Mara Region)	en	[]	[]	[]	2	4	14	[]	[]	
12, Central Africa Standard Time	,2021-05-04,CDF Tanzania,RT @RuleOfLawIRL: According to our partners in #Tanzania @cdftz #ChildMarriage prevalence in the country stands at 36% and 10% of these f…	en	[{'screen_name': 'ruleoflawirl' 'name': 'irishruleoflawint'
13, Central Africa Standard Time	,2021-05-03,CDF Tanzania,RT @YUNA_Tanzania: “ but we choose to stay silent. Let us realize we all have arole to play to end…	en	[{'screen_name': 'yuna_tanzania' 'name': 'yuna tanzania' 'id': '723086813456269312'}]	[]	[]	0	5	0	[]	[]	
14, Central Africa Standard Time	,2021-05-03,CDF Tanzania,RT @YUNA_Tanzania: “Men in ending GBV is on three dimensions first Realising men as perpetrators second
15, Central Africa Standard Time	,2021-05-03,CDF Tanzania,RT @MenEngageAfrica: #RESEARCH - Study from #Tanzania  offers lessons on how to improve the health of #adolescent  girls worldwide   'name': 'menengage africa' 'id': '1601392104'}]	[]	[]	0	6	0	['research' 'tanzania'
16, Central Africa Standard Time	,2021-05-03,CDF Tanzania,@badrujumah @KoshumaMtengeti @UNFPATanzania @tanpol @CanadaTanzania @SwedeninTZ @PlanUK @PlanTanzania @equalitynow @FranceTanzania @marloesphilippo @UNICEFTanzania Asante sana Badru.	es	[]	[]	[]	0	0	0	[]	[]	 'name': 'Badru Juma Rajabu' 'id': '551030991'} {'screen_name': 'KoshumaMtengeti'
17, Central Africa Standard Time	,2021-05-03,CDF Tanzania,“History will judge us by the difference we make in the everyday lives of children.” – Nelson Mandela  
18, Central Africa Standard Time	,2021-04-30,CDF Tanzania,@cdftz kwa kushirikiana na @tanpol kwa ufadhili wa @UNFPATanzania wameanza mafunzo maalumu juu ya ufuatiliaji na tathmini ya kesi za ukatili wa kijinsia kwa maafisa wa Polisi wa Dawati la Jinsia na  'name': 'police force tz' 'id': '1978035230'} {'screen_name': 'unfpatanzania'
19, Central Africa Standard Time	,2021-04-30,CDF Tanzania,Over the years @SwedeninTZ have been our partners in making Tanzania free from Violence Against Children enjoying human rights and empowering young women economically.  Thank you for the footprint you left on our hearts!   #nordicfootprintstz @sjoberg_a @UKllstig  
20, Central Africa Standard Time	,2021-04-29,CDF Tanzania,"""""""Dawati la Jinsia limekua Kiungo muhimu sana kati ya wananchi na Polisi. Hivyo ni vyema kupanua wigo na kuanzisha madawati haya katika vituo vingi zaidi vya polisi. Hii itasaidia kuwafikia wananchi wengi na kwa karibu zaidi"""" ACP Morison Afisa Mnadhimu wa Polisi.""	in	[]	[]	[]	0	1	3	[]	[]	"
21, Central Africa Standard Time	,2021-04-29,CDF Tanzania,"""""""Tumekamilisha mafunzo maalumu ya siku 2 kwa Maafisa wa Polisi ngazi ya Mkoa-Manyara. Tunaamini mafunzo haya yatasaidia kuboresha utendaji wa Dawati la Jinsia na  '"
22, Central Africa Standard Time	,2021-04-27,CDF Tanzania,"""""""Tunashirikiana na hospitali yetu ya Polisi kuhakikisha watoto wote wanaofika hospitali wanapata mazingira rafiki ya kujieleza. Hii imechangia sana kufichua ukatili dhidi ya watoto hasa unaosababishwa na ndugu wa karibu."""" - ACP Marison Mwakyoma Afisa Mnadhimu wa Polisi Manyara.  "
23, Central Africa Standard Time	,2021-04-27,CDF Tanzania,"""""""Tunampongeza Kamanda wa Polisi Manyara kwa kutenga gari maalumu kwa ajili ya kazi za Dawati la Jinsia na  mitaani na sehemu za kazi. Hii itachangia kwa kiasi kikubwa kupunguza ukatili."""" - @KoshumaMtengeti  "
24, Central Africa Standard Time	,2021-04-27,CDF Tanzania,"""""""Ili tuweze kutokomeza ukatili Dawati la Jinsia na Watoto ni nyenzo muhimu ya kufikia lengo hilo. Ombi letu kwa Jeshi la Polisi ni kuhakikisha askari wa dawati hususani wale wenye mafunzo maalumu wanabaki kwenye dawati na hawapangiwi kazi nyingine."""" - @KoshumaMtengeti""	tl	[{'screen_name': 'koshumamtengeti' 'name': 'koshuma mtengeti' 'id': '605489395'}]	[]	[]	1	3	7	[]	[]	"
25, Central Africa Standard Time	,2021-04-27,CDF Tanzania,CDF imeweka kambi Mkoani Manyara na kukutana na maafisa wa Jeshi la Polisi ngazi ya Mkoa na Wilaya. Lengo ni kujadiliana kwa pamoja mbinu tunazoweza kutumia kutokomeza ukatili dhidi ya wanawake na watoto katika Mkoa huu.   @tanpol  @UNFPATanzania #EndVAWC  
26, Central Africa Standard Time	,2021-04-26,CDF Tanzania,""""""" kesi kama hizi ni nyingi katika shule za sekondari na misingi. Wanafunzi wa kike wanaojihusisha kimapenzi na walimu wanajisikia vizuri wanajiona kama wanamiliki shule."""" - Mwalimu (jina limehifadhiwa).""	tl	[]	[]	[]	2	13	43	[]	[]	"
27, Central Africa Standard Time	,2021-04-26,CDF Tanzania,"""Kisa cha baba kumlazimisha binti yake kuolewa: """"Nilimweleza baba yangu kuwa sitaki kuolewa nikiwa mtoto nilimpigia simu kaka yangu aliyekuwa anaishi mbali ili anisadie juhudi zangu zilimfanya baba aniache kunilazimisha kuolewa hadi pale nilipokuwa tayari."""" -Neema Mwita Tarime.  "
28, Central Africa Standard Time	,2021-04-26,CDF Tanzania,"""""""Transforming challenges into opportunities.""""    students (boys and girls) and men in Ilemela Mpwapwa and Tarime Districts in Tz in the process of ending Violence Against Women and Children.  "
29, Central Africa Standard Time	,2021-04-26,CDF Tanzania,"""""""Hadi leo sijakeketa watoto wangu wa kike nimewapa elimu na sasa wanafanya kazi. Ninawapa moyo waendelee kujiheshimu watapata wachumba na kuolewa."""" - Raphael Mwita Tarime.   #HakiYaBinti @comicrelief @FORWARDUK @wadadatz  "
30, Central Africa Standard Time	,2021-04-26,CDF Tanzania,"""""""Kuna kisa hapa Tarime baba alimfukuza binti yake na mama yake baada ya binti huyo kukataa kukeketwa. Baada ya kuongea naye kwa kirefu na kumuelimisha tukiungana na @cdftz  baba alikubali kumlea na kumrudisha shule binti yake."""" - Raphael Mwita Tarime.   #HakiYaBinti #EndVAWC  "
31, Central Africa Standard Time	,2021-04-26,CDF Tanzania,Tunapoadhimisha miaka 57 ya muungano wa Tanganyika na Zanzibar tukumbuke kujifunza kutoka kwetu sisi wenyewe.   Mfano mfumo wa Zanzibar wa wanafunzi wa kike waliopata ujauzito kurudi shuleni ni jambo la kuigwa na kupongezwa.  #UnionDay #EndVAC  
32, Central Africa Standard Time	,2021-04-23,CDF Tanzania,RT @PlanGlobal:  'name': 'plan international' 'id': '59560250'}]	[]	[]	0	19	0	['girlsintech']	[]	
33, Central Africa Standard Time	,2021-04-23,CDF Tanzania,RT @MenEngage_Tz: Proud of @woteinitiative for carrying on conversations on men's engagement in ending Gender Based Violence in the Norther…	en	[{'screen_name': 'menengage_tz' 'name': 'menengage tanzania' 'id': '832510758437126145'} {'screen_name': 'woteinitiative'
34, Central Africa Standard Time	,2021-04-22,CDF Tanzania,"""""""Being a young mom means we met a little early but it also I get to love you a little longer."""" - Anonymous   CDF has been supporting young mothers in Mpwapwa District Dodoma to become financially independent confident resilient and stand for their rights.    #accesstojustice  "
35, Central Africa Standard Time	,2021-04-22,CDF Tanzania,"""""""Jamii bado haina elimu ya kutosha juu ya utoaji taarifa hivyo kesi nyingi zinakua hazifiki panapohusika kwa wakati hivyo ni rahisi ushahidi kupotea.""""- Vaileth Mwazembe (Fit person - Mtunza watoto waliopitia ukatili).""	in	[]	[]	[]	0	0	2	[]	[]	"
36, Central Africa Standard Time	,2021-04-22,CDF Tanzania,"""""""Afisa ustawi ana uwezo na mamlaka ya kumchukua mtoto aliye kwenye wakati mgumu hivyo tushirikiane katika kupeana taarifa juu ya ukatili kwa watoto. Tuna watu wa kuaminika wa kukaa na hawa watoto.""""- Bi Anatholia Wabika Afisa ustawi Kata ya Kitunda"
37, Central Africa Standard Time	,2021-04-22,CDF Tanzania,"""""""Kushirikiana kati ya wajumbe wa kamati ya ulinzi ya wanawake na watoto ngazi ya Kata ni njia rahisi zaidi ya kusaidia kupata suluhisho za kesi za ukatili.""""- Beatrice Shio (Afisa Mtendaji-Kata ya Kitunda Ilala).  "
38, Central Africa Standard Time	,2021-04-21,CDF Tanzania,RT @SemaTanzania: #Malezi: Je unatumia mbinu gani kumhamasisha mtoto wako mtoto wa ndugu yako au mdogo wako ili apende na afurahie kusoma…	tl	[{'screen_name': 'sematanzania' 'name': 'sema tanzania'
39, Central Africa Standard Time	,2021-04-21,CDF Tanzania,RT @MenEngage_Tz: Gender-based violence (GBV) is a violation of human rights.  'name': 'menengage tanzania' 'id': '832510758437126145'}]	[]	[]	0	11	0	[]	[]	
40, Central Africa Standard Time	,2021-04-20,CDF Tanzania,Access to justice is vital for survivors of Gender Based Violence.  #accesstojustice #EndChildMarriage @EndCEFM	en	[{'screen_name': 'endcefm' 'name': 'tecmn tanzania' 'id': '765473931558064129'}]	[]	[]	0	2	9	['accesstojustice' 'endchildmarriage']	[]	
41, Central Africa Standard Time	,2021-04-19,CDF Tanzania,"""""""Fathers’ positive engagement in their children’s upbringing has been linked to children’s improved physical and mental health better cognitive development and educational achievement improved peer relations and capacity for empathy."""" -@Promundo_US @MenEngageAfrica""	en	[{'screen_name': 'promundo_us' 'name': 'promundo-us'"
42, Central Africa Standard Time	,2021-04-17,CDF Tanzania,RT @equalitynow: Survivors of sexual and gender-based violence can receive help from @TawlaTZ @cdftz @NAFGEMTanzania and other like-minde…	en	[{'screen_name': 'equalitynow' 'name': 'equalitynow'
43, Central Africa Standard Time	,2021-04-17,CDF Tanzania,RT @JohnMbundi:  'name': 'mbundi john' 'id': '1572855192'} {'screen_name': 'tawlatz'
44, Central Africa Standard Time	,2021-04-17,CDF Tanzania, sehemu ya mabadiliko sehemu ya ukuaji sehemu ya maendeleo.  #VunjaUkimya #ZuiaUkatiliWaKingono	in	[]	[]	[]	0	2	7	['vunjaukimya'
45, Central Africa Standard Time	,2021-04-17,CDF Tanzania,RT @equalitynow: The Government of #Tanzania needs to develop strategies programmes and country-wide interventions that promote the right…	en	[{'screen_name': 'equalitynow' 'name': 'equalitynow' 'id': '14800620'}]	[]	[]	0	17	0	['tanzania']	[]	
46, Central Africa Standard Time	,2021-04-17,CDF Tanzania,RT @equalitynow: Sexual and gender-based violations defy regional and international set principles designed to uphold the rights of girls a…	en	[{'screen_name': 'equalitynow' 'name': 'equalitynow' 'id': '14800620'}]	[]	[]	0	11	0	[]	[]	
47, Central Africa Standard Time	,2021-04-16,CDF Tanzania,"""@MarekaMalili Nadhani umemaanisha ukatili wa kingono unachangia watoto wengi wa kike """"kukosa"""" Haki yao ya Msingi ya Elimu. (Hii inatokana na upatikanaji wa mimba za utotoni).""	in	[]	[]	[]	0	1	2	[]	[]	"
48, Central Africa Standard Time	,2021-04-16,CDF Tanzania,RT @JohnMbundi: Unadhani ni nini kinasababisha kuendelea kushamiri kwa vitendo vya ukatili wa kijinsia na Kingono katika jamii zetu licha y…	in	[{'screen_name': 'johnmbundi' 'name': 'mbundi john' 'id': '1572855192'}]	[]	[]	0	11	0	[]	[]	
49, Central Africa Standard Time	,2021-04-16,CDF Tanzania,RT @equalitynow: Sexual violence contributes to teenage pregnancies in #Tanzania and the denial of the right to education for pregnant scho…	en	[{'screen_name': 'equalitynow' 'name': 'equalitynow' 'id': '14800620'}]	[]	[]	0	29	0	['tanzania']	[]	
50, Central Africa Standard Time	,2021-04-16,CDF Tanzania,RT @equalitynow: The @000 girls a year were forced to permanently drop out of school in #Tanzani…	en	[{'screen_name': 'equalitynow' 'name': 'equalitynow' 'id': '14800620'}
51, Central Africa Standard Time	,2021-04-16,CDF Tanzania,RT @RuleOfLawIRL: Along with our partners in #Tanzania the @cdftz we’ve launched a project in the country which aims to enable access to…	en	[{'screen_name': 'ruleoflawirl'
52, Central Africa Standard Time	,2021-04-15,CDF Tanzania,“The seeds of success in every nation on Earth are best planted in women and children.”- Joyce Banda   Yunis Singala beautiful lady from Mpwapwa District Dodoma with her child blessed our camera with her smile.  
53, Central Africa Standard Time	,2021-04-15,CDF Tanzania,RT @RuleOfLawIRL: To understand the reason behind the under-reporting of #ChildSexualAbuse crimes in #Tanzania IRLI staff &amp; our partners…	en	[{'screen_name': 'ruleoflawirl' 'name': 'irishruleoflawint'
54, Central Africa Standard Time	,2021-04-14,CDF Tanzania,RT @MenEngage_Tz: Protecting women's rights is protecting Human Rights! Sio poa tokomeza Ukatili wa Kijinsia.  #BodaBodaTumeamua  #SIO_POA…	en	[{'screen_name': 'menengage_tz' 'name': 'menengage tanzania' 'id': '832510758437126145'}]	[]	[]	0	13	0	['bodabodatumeamua']	[]	
55, Central Africa Standard Time	,2021-04-14,CDF Tanzania,@cdftz tunawatakia mfungo mwema wa mwezi mtukufu wa Ramadhani. Ikawe heri. #RamadanKareem	in	[]	[]	[]	0	0	1	['ramadankareem']	[]	
56, Central Africa Standard Time	,2021-04-14,CDF Tanzania,RT @MenEngage_Tz:  'name': 'menengage tanzania' 'id': '832510758437126145'} {'screen_name': 'menengage_tz'
57, Central Africa Standard Time	,2021-04-13,CDF Tanzania,RT @tiba_tanzania: Umri balee vijana wanahitaji zaidi mtu wa kuongea naye haswa kuhusu mabadiliko ya mwili #VijanaNaAfyaYaUzazi @awdf01 @ 'name': 'tiba' 'id': '959344531220164609'} {'screen_name': 'awdf01'
58, Central Africa Standard Time	,2021-04-12,CDF Tanzania,Kutokana na tamaduni vijana wengi wamekuwa wakiona aibu kuzungumza kwa uwazi kuhusu Afya ya uzazi @cdftz imekuwa ikiwajengea na kuimarisha kujiamini kwao. Pia tunawasisitiza wazazi/walezi kuvunja ukimya tuendelee kuongea na vijana kuhusu haya masuala.  
59, Central Africa Standard Time	,2021-04-12,CDF Tanzania,"""""""2. Mkojo kuwa mweupe hii humaanisha maji ni mengi na ina dilute zile products za mkojo.  Hali zote ni kawaida na hivo kwa kuona kwa macho huwezi kutambua kama mkojo huo una mimba mpaka kifanyike kipimo cha mimba cha mkojo."""" - @hortienuhu  (Mwanafunzi wa Udaktari)""	in	[{'screen_name': 'hortienuhu' 'name': 'hortencia nuhu' 'id': '904930279944572928'}]	[]	[]	1	6	8	[]	[]	"
60, Central Africa Standard Time	,2021-04-12,CDF Tanzania,"""""""Kwa kuangalia tu hatuwezi kutambua wala kutofautisha kwani mkojo unakua na hali mbili:  1.  'name': 'hortencia nuhu' 'id': '904930279944572928'}]	[]	['"
61, Central Africa Standard Time	,2021-04-12,CDF Tanzania,""" baada ya kumpa mwenzao kikaratasi chenye swali ili awasilishe kwa maafisa wa CDF. Swali lilikuwa linauliza """"Je mkojo wa msichana mwenye mimba na asiye mimba unatofautiana kwa rangi?""""   Wengi huonea aibu masuala ya Afya ya Uzazi.  "
62, Central Africa Standard Time	,2021-04-12,CDF Tanzania,RT @MenEngage_Tz: “Let’s shift the intergenerational cycle of violence to an intergenerational cycle of caregiving.” – @KopanoRatele    Men…	en	[{'screen_name': 'menengage_tz' 'name': 'menengage tanzania' 'id': '832510758437126145'} {'screen_name': 'kopanoratele'
63, Central Africa Standard Time	,2021-04-10,CDF Tanzania,RT @Abdul_S_Juma: @YUNA_Tanzania tumeshawasili mkoani Singida na kuweza kufanya mahojiano ya radio kuhusu nini kitafanyika siku ya bonanza…	in	[{'screen_name': 'abdul_s_juma' 'name': 'abdul shabani juma' 'id': '987283253278191616'} {'screen_name': 'yuna_tanzania'
64, Central Africa Standard Time	,2021-04-10,CDF Tanzania,RT @Irene_Kijangwa: @YUNA_Tanzania imewasili mkoani Singida na kuweza kufanya mahojiano ya radio kuhusu nini kitafanyika siku ya bonanza sa…	in	[{'screen_name': 'irene_kijangwa' 'name': 'tuitakaya 🇹🇿🇲🇲' 'id': '311977144'} {'screen_name': 'yuna_tanzania'
65, Central Africa Standard Time	,2021-04-10,CDF Tanzania,RT @YUNA_Tanzania: Bonanza limeshaanza na pichani ni Mughanga FC vs Singida Green katika uwanja wa Liti stadium mkoani Singida.  Kutakuwa n…	in	[{'screen_name': 'yuna_tanzania' 'name': 'yuna tanzania' 'id': '723086813456269312'}]	[]	[]	0	5	0	[]	[]	
66, Central Africa Standard Time	,2021-04-10,CDF Tanzania,RT @MenEngage_Tz: As a father how often do you change your child's diaper (nappy)?   We had fun moment seeing men demonstrating how they…	en	[{'screen_name': 'menengage_tz' 'name': 'menengage tanzania'
67, Central Africa Standard Time	,2021-04-06,CDF Tanzania, wachapakazi nguvu ya Taifa!  Tunasonga tukiwa na imani kuwa sisi ni jeshi jeshi jasiri
68, Central Africa Standard Time	,2021-04-04,CDF Tanzania,Happy Easter Everyone! Enjoy your Holiday!  
69, Central Africa Standard Time	,2021-04-03,CDF Tanzania,“Some communities affected by child marriage and FGM/C straddle the border between Kenya and Tanzania” we learned from @KoshumaMtengeti Executive Director of our Tanzanian partner @cdftz   Article written by: @GirlsNotBrides   Read more:   
70, Central Africa Standard Time	,2021-03-31,CDF Tanzania,RT @VwalaViola: Mtoto anapothalilishwa kingono huumia na kuathirika  video au picha zake zinapopakiwa kwenye mtandao mtoto huyu huathirik…	tl	[{'screen_name': 'vwalaviola' 'name': 'viola julius'
71, Central Africa Standard Time	,2021-03-30,CDF Tanzania,RT @RuleOfLawIRL: Our partners in Tanzania @cdftz have been visiting school girls in Mpwapwa - in the Dodoma region of the country teachi…	en	[{'screen_name': 'ruleoflawirl' 'name': 'irishruleoflawint'
72, Central Africa Standard Time	,2021-03-30,CDF Tanzania,RT @EUinTZ: On #I a beneficiary of an EU funded project in 🇹🇿 implemented by @LSFTanza…	en	[{'screen_name': 'euintz' 'name': 'eu in tanzania' 'id': '2375083760'}]	[]	[]	0	10	0	['iwd2021'
73, Central Africa Standard Time	,2021-03-30,CDF Tanzania,RT @RuleOfLawIRL: Our partners in #Tanzania @cdftz explaining to young women and girls laws against #SexualHarassment and where to seek he…	en	[{'screen_name': 'ruleoflawirl' 'name': 'irishruleoflawint' 'id': '279140103'}
74, Central Africa Standard Time	,2021-03-30,CDF Tanzania,RT @MsichanaUwezo: Liliani Maswi anasema ndoa za utotoni ni aina ya ukatili unaowakandamiza watoto wa kike kushindwa kuishi katika  ndoto z…	in	[{'screen_name': 'msichanauwezo' 'name': 'msichana initiative' 'id': '4392254295'}]	[]	[]	0	11	0	[]	[]	
75, Central Africa Standard Time	,2021-03-30,CDF Tanzania,@Mseja10 @UKaid @wadadatz @FOR 'name': 'Mseja' 'id': '1257616153683337216'} {'screen_name': 'UKaid'
76, Central Africa Standard Time	,2021-03-29,CDF Tanzania,"""""""Education is for improving the lives of others and for leaving your community and world better than you found it."""" - Marian "
77, Central Africa Standard Time	,2021-03-29,CDF Tanzania,RT @AD_Abinallah: Our attitudes plays a huge role in our lives &amp; future. I have learned if you are very negative find fault in everything…	en	[{'screen_name': 'ad_abinallah' 'name': 'ashadii' 'id': '1283364247246864384'}]	[]	[]	0	11	0	[]	[]	
78, Central Africa Standard Time	,2021-03-29,CDF Tanzania,RT @AD_Abinallah: A #PregnantTeenager goes thru so much stigma trauma emotional and psychological abuse from the whole community but the…	en	[{'screen_name': 'ad_abinallah'
79, Central Africa Standard Time	,2021-03-29,CDF Tanzania,RT @AD_Abinallah: Those young girls (teenage pregnancies) out there most have no idea what they're up to when involved in sexual relations…	en	[{'screen_name': 'ad_abinallah' 'name': 'ashadii' 'id': '1283364247246864384'}]	[]	[]	0	12	0	[]	[]	
80, Central Africa Standard Time	,2021-03-29,CDF Tanzania,RT @TheCitizenTZ: Asha turned failure into a valuable lesson in her life @AD_Abinallah    'name': 'the citizen tanzania' 'id': '407660414'} {'screen_name': 'ad_abinallah'
81, Central Africa Standard Time	,2021-03-24,CDF Tanzania,Darasa la ujasiriamali linaendelea kwa kundi la wanawake vijana Tarime wakifanya tathmini ya biashara zao. Vijana hawa wameona fursa na wameazimia kukodi mashamba ya kilimo kununua mifugo kukarabati nyumba
82, Central Africa Standard Time	,2021-03-19,CDF Tanzania,@cdftz inatoa pongezi kwa Mh. Rais Samia Suluhu Hassan kwa kuapishwa kuwa Rais wa kwanza Mwanamke Tanzania.  Pia tunapenda kutoa salamu za pole kwa Serikali familia na Watanzania wote kwa kumpoteza aliyekuwa Rais wa Tanzania Mh. John P. Magufuli. Apumzike kwa amani.  
83, Central Africa Standard Time	,2021-03-17,CDF Tanzania,Maonesho ya picha zenye visa mikasa kuhusu ukatili dhidi ya wanawake na watoto yaliyozua gumzo juu ya msongo wa mawazo unaowakumba watoto pindi wazazi wanapotengana.    'name': 'nlambassadortanzania' 'id': '1024075152'}]	[]	['
84, Central Africa Standard Time	,2021-03-17,CDF Tanzania,@MenEngage_Tz @Mziray_255 @MenEngage @GAI_Tanzania @FranceTanzania @SonkeTogether @equalitynow @CanadaTanzania @MenEngageUganda @MenNigeria @MenEngageS 'name': 'gender and adolescence initiative' 'id': '970624960988418051'}]	[]	[]	0	0	0	[]	[]	
85, Central Africa Standard Time	,2021-03-17,CDF Tanzania,RT @MenEngage_Tz:  'name': 'menengage tanzania' 'id': '832510758437126145'}]	[]	[]	0	13	0	[]	[]	
86, Central Africa Standard Time	,2021-03-15,CDF Tanzania,RT @MenThePodcast: Anza jumamosi yako ya leo kwa kusikiliza mazungumzo yetu na ndugu @TajiLiundi kwenye episode yetu mpya inayoitwa “Lesson…	in	[{'screen_name': 'menthepodcast' 'name': 'men.men.men - the podcast' 'id': '1192404430420873216'} {'screen_name': 'tajiliundi'
87, Central Africa Standard Time	,2021-03-15,CDF Tanzania,Mh. Veronica Mgendi Hakimu Mfawidhi Mkazi wa Wilaya Tarime alijumuika na wanafunzi wa shule ya Sekondari Manga kuwapa moyo na kujadili nao kwa kina namna nzuri za kutimiza ndoto zao katika masuala ya Uongozi.  Je mzazi/mlezi unafanya nini kuhimiza (kukuza) ndoto za mtoto wako?  
88, Central Africa Standard Time	,2021-03-15,CDF Tanzania,Je wajua kwa mujibu wa sheria kesi za watoto waliokinzana na sheria au ukatili dhidi ya watoto zinapaswa kusikilizwa ndani ya miezi sita? @Anoldmasawe  
89, Central Africa Standard Time	,2021-03-09,CDF Tanzania,CDF ina maono ya kuona Tanzania ambayo watoto wanaishi katika mazingira yanayozingatia utu na ustawi wa mtoto!  #utuwamtoto  
90, Central Africa Standard Time	,2021-03-08,CDF Tanzania,Tuwezeshe Akina Dada Fellows!💥  Tunatambua jitihada zinazofanywa na makundi mbalimbali ya wanawake katika kukuza na kulea vipaji/ujuzi wao katika Uongozi. Tunahitaji wanawake wengi zaidi katika kufanya maamuzi!  #I '
91, Central Africa Standard Time	,2021-03-08,CDF Tanzania,RT @RuleOfLawIRL: On #International our partner in Tanzania @cdftz is challenging sexual harassment in homes schools higher lea…	en	[{'screen_name': 'ruleoflawirl'
92, Central Africa Standard Time	,2021-03-08,CDF Tanzania,RT @VwalaViola: si tumekubaliana mtoto wa mwenzio ni mtoto wako na sio mkubwa mwenzio?? hebu basi tusipandishe picha dhalilishi Za watoto  'name': 'viola julius' 'id': '3048029357'}]	[]	[]	0	17	0	[]	[]	
93, Central Africa Standard Time	,2021-03-05,CDF Tanzania,Ninasimamia haki na ustawi wa wanawake katika jamii yangu hapa  'iwd2021']	[]	
94, Central Africa Standard Time	,2021-03-04,CDF Tanzania,4. Types of conduct which may constitute sexual harassment include: * Sexual gestures noises jokes comments or remarks to another person about one’s sex or body. * Offering/receiving preferential treatment
95, Central Africa Standard Time	,2021-03-04,CDF Tanzania,3.  Types of conduct which may constitute sexual harassment which include: * Intentional physical conduct which is sexual in nature such as unwelcome touching pinching patting grabbing and or brushing against another employee’s body
96, Central Africa Standard Time	,2021-03-04,CDF Tanzania,2. Types of conduct which may constitute sexual harassment include:  * Pressure for sexual activity or sexual favours with a fellow employee. * Rape sexual battery and molestation or any sexual assault.   We challenge Sexual Harassment in Working Places.  #ChooseToChallenge2021	en	[]	[]	[]	1	0	0	['choosetochallenge2021']	[]	
97, Central Africa Standard Time	,2021-03-04,CDF Tanzania,1. The Employment and Labour Relations Act 2004 has termed sexual harassment a form of discrimination prohibited it and provided for a penalty of fine not exceeding five million shillings.  We challenge Sexual Harassment in Working Places.  #ChooseToChallenge2021 #IWD2021  
98, Central Africa Standard Time	,2021-03-04,CDF Tanzania,RT @MenEngage_Tz: On this International # 'name': 'menengage tanzania' 'id': '832510758437126145'}]	[]	[]	0	5	0	['womensday']	[]	
99, Central Africa Standard Time	,2021-03-04,CDF Tanzania,Students have been experiencing sexual violence in school setting; They have been touched in a sexual way exposed to pornography receiving written messages with sexual connotation (@HakiElimu 2021).  We choose to challenge Sexual harassment in schools.  #ChooseToChallenge2021  
