,Time_Zone ,Date,Username,all_tweets_clean_links
1591, Central Africa Standard Time	,2018-11-11,CDF Tanzania,RT @EndCEFM: TZ imeridhia mikataba mbalimbali ya kimataifa na ya kikanda inayopinga ndoa za utotoni.Kuwepo kwa ndoa za utotoni ni kukiuka m…	in	[{'screen_name': 'endcefm' 'name': 'tecmn tanzania' 'id': '765473931558064129'}]	[]	[]	0	8	0	[]	[]	
1592, Central Africa Standard Time	,2018-11-11,CDF Tanzania,RT @EndCEFM:  umri wa mtoto wa kike kuolewa unaweza ukapandishwa kutoka 14 na 15…	in	[{'screen_name': 'endcefm' 'name': 'tecmn tanzania' 'id': '765473931558064129'}]	[]	[]	0	11	0	[]	[]	
1593, Central Africa Standard Time	,2018-11-11,CDF Tanzania,RT @EndCEFM: Kati ya watoto watano wawili kati yao wataolewa kabla hawajafika umri wa miaka 18! #TokomezaNdoaZaUtotoni #EndChildMarriage…	in	[{'screen_name': 'endcefm' 'name': 'tecmn tanzania' 'id': '765473931558064129'}]	[]	[]	0	14	0	['tokomezandoazautotoni'
1594, Central Africa Standard Time	,2018-11-11,CDF Tanzania,RT @EndCEFM: Ni muhimu kutambua kwamba ndoa za utotoni haziwaathiri tu wasichana bali zina madhara kwa familiajamii na nchi kwa ujumla. @…	in	[{'screen_name': 'endcefm' 'name': 'tecmn tanzania'
1595, Central Africa Standard Time	,2018-11-11,CDF Tanzania,RT @EndCEFM: Advocacy meeting with MPs on amendment of LMA 1971   'name': 'tecmn tanzania' 'id': '765473931558064129'}]	['
1596, Central Africa Standard Time	,2018-11-11,CDF Tanzania,RT @EndCEFM: Hon.Amina Mollel (MP) Speaking during advocacy meeting with TECMN on amendment of LMA 1971   'name': 'tecmn tanzania' 'id': '765473931558064129'}]	['
1597, Central Africa Standard Time	,2018-11-11,CDF Tanzania,RT @EndCEFM: 'Tumekuwa tukipigia kelele hili jambo la ndoa za utotoni tangu mimi nilivyokuwa nasoma sekondari. Inabidi tufanye mabadiliko s…	in	[{'screen_name': 'endcefm' 'name': 'tecmn tanzania' 'id': '765473931558064129'}]	[]	[]	0	18	0	[]	[]	
1598, Central Africa Standard Time	,2018-11-11,CDF Tanzania,RT @EndCEFM:   'name': 'tecmn tanzania' 'id': '765473931558064129'}]	['
1599, Central Africa Standard Time	,2018-11-11,CDF Tanzania,RT @EndCEFM: Tanzania bila ya ndoa za utotoni inawezakana! #TokomezaNdoaZaUtotoni #EndChildMarriage  @MagufuliJP @SuluhuSamia @umwalimu @Do…	in	[{'screen_name': 'endcefm' 'name': 'tecmn tanzania' 'id': '765473931558064129'} {'screen_name': 'magufulijp'
1600, Central Africa Standard Time	,2018-11-11,CDF Tanzania,RT @EndCEFM: Mkoa wa Shinyanga unaongoza kwa ndoa za utotoni kwa 59%Tabora 58% Mara 55%Dodoma 51%
1601, Central Africa Standard Time	,2018-11-11,CDF Tanzania,RT @EndCEFM: Asilimia 36% ya wasichana wenye umri wa kati ya miaka 20-24 waliolewa kabla ya umri wa miaka 18. @ValerieMsoka @umwalimu @Team…	in	[{'screen_name': 'endcefm' 'name': 'tecmn tanzania' 'id': '765473931558064129'} {'screen_name': 'valeriemsoka'
1602, Central Africa Standard Time	,2018-11-10,CDF Tanzania,#InclusionMeans Girls do not grow up in fear and with the burden of having to dress and act a certain way so as not to 'entice' a man to rape her! @CanadaTanzania @RightsGAC @SwedeninTZ @MenEngageAfrica @UNFPATanzania @FOR 'name': 'high comm. of canada' 'id': '1490553384'} {'screen_name': 'rightsgac'
1603, Central Africa Standard Time	,2018-11-10,CDF Tanzania,The power of education and awareness! Let's continue the conversations until there is no more cutting.  #EndFGM #ENDviolence @SwedeninTZ @EUinTZ @CanadaTanzania @UNFPATanzania @FOR 'name': 'sweden in tanzania' 'id': '1207005162'} {'screen_name': 'euintz'
1604, Central Africa Standard Time	,2018-11-08,CDF Tanzania,#InclusionMeans  'name': 'human rights' 'id': '2176299018'} {'screen_name': 'canadatanzania'
1605, Central Africa Standard Time	,2018-11-08,CDF Tanzania,#InclusionMeans Everyone is treated equally because we are all human beings regardless of our #Gender skin color economic status sexual orientation
1606, Central Africa Standard Time	,2018-11-07,CDF Tanzania,RT @FOR 'name': 'forward uk' 'id': '466647531'}]	[]	[]	0	5	0	[]	[]	
1607, Central Africa Standard Time	,2018-11-07,CDF Tanzania,#InclusionMeans Girls get the same opportunities that boys get in life including their rights to #Education good #Health access to basic needs and #Protection  @CanadaTanzania @RightsGAC @SwedeninTZ @EUinTZ @GirlsNotBrides @FORWARDUK @UNFPATanzania @UNICEFTanzania @umwalimu  
1608, Central Africa Standard Time	,2018-11-07,CDF Tanzania,#InclusionMeans #Men being involved in the fight to #ENDviolence against women and children and in achieving #EqualityForAll  @CanadaTanzania @RightsGAC  @MenEngage_Tz @SwedeninTZ @UNFPATanzania   'name': 'high comm. of canada' 'id': '1490553384'} {'screen_name': 'rightsgac'
1609, Central Africa Standard Time	,2018-11-06,CDF Tanzania,RT @sungusiamj: @MenEngageAfrica Accountability training has kick off to strengthen conceptual understanding &amp; applications of accountabili…	en	[{'screen_name': 'menengageafrica' 'name': 'menengage africa' 'id': '1601392104'}]	[]	[]	0	9	0	[]	[]	
1610, Central Africa Standard Time	,2018-11-06,CDF Tanzania,Let's #ENDviolence against children let's #endchildmarriage	en	[]	[]	[]	0	2	4	['endviolence' 'endchildmarriage']	[]	
1611, Central Africa Standard Time	,2018-11-06,CDF Tanzania,RT @TAMmlezi na mlinzi kwa mtoto wa kike. Pinga ndoa na mimba za utotoni kwa kuwafichua wote wanaorubuni w…	in	[{'screen_name': 'tamwa_' 'name': 'tanzania media women' 'id': '1274843022'}]	[]	[]	0	42	0	[]	[]	
1612, Central Africa Standard Time	,2018-11-03,CDF Tanzania,Leo tumeandaa Bonanza inayofanyika katika viwanja vya Kitunda Primary School! Majadiliano ya utokomezaji wa ukatili dhidi ya wanawake na watoto yataenda sambamba na burudani ya mpira na Singeli! @Sida @maendeleoyajami @UNFPATanzania @humanrightstz @EUinTZ @MenEngage_Tz @EndCEFM	in	[{'screen_name': 'sida' 'name': 'sida' 'id': '74703019'} {'screen_name': 'maendeleoyajami'
1613, Central Africa Standard Time	,2018-11-03,CDF Tanzania,Sikiliza 99.3 praisepower fm ili kuwasikilize wanafunzi wetu wa Kitunda secondary wakiwasha moto kwenye mada ya 'Haki za watoto na ukatili unaotendeka dhidi yao hususani ukeketaji mimba na ndoa za utotoni pamoja na mapendekezo ya nn kifanyike kukomesha ukatili huo.' #MlindeMtoto  
1614, Central Africa Standard Time	,2018-11-02,CDF Tanzania,Our own @sungusiamj shares some gems from the @MATI_Leaders training that is currently happening in Pretoria SA @MenEngage_Tz @MenEngageAfrica @FORWARDUK @SwedeninTZ @EUinTZ @UNFPATanzania @SemaTanzania @EndCEFM @SemaTanzania @TAMWA_ @KoshumaMtengeti @ValerieMsoka @amplifyfund  
1615, Central Africa Standard Time	,2018-11-01,CDF Tanzania, 'tanzania']	[]	
1616, Central Africa Standard Time	,2018-11-01,CDF Tanzania, today we were honored to have over a team from @SemaTanzania for a learning visit that was focused on Female Genital Mutilation (FGM) in Tanzania. #EndFGM  @Sida @SwedeninTZ @CanadaTanzania @comicrelief @EUinTZ @UNFPATanzania @humanrightstz  
1617, Central Africa Standard Time	,2018-10-31,CDF Tanzania, 
1618, Central Africa Standard Time	,2018-10-31,CDF Tanzania,RT @UNICEFAfrica:  toilets and soap for #handwashing children benefit from a healthy learning environm…	en	[{'screen_name': 'unicefafrica' 'name': 'unicef africa'
1619, Central Africa Standard Time	,2018-10-31,CDF Tanzania,RT @FOR Tanzania to discuss the progr…	en	[{'screen_name': 'forwarduk' 'name': 'forward uk' 'id': '466647531'}
1620, Central Africa Standard Time	,2018-10-31,CDF Tanzania,TENDER NOTICE!!  Are you specialized in developing Strategic Plans for Organizations? Then CDF would like to hear from YOU. Let's create together the best strategies to make sure that we put Children First!     'http://www.cdftz.org/cdf/tender-notice/']	[]	0	4	4	[]	[]	
1621, Central Africa Standard Time	,2018-10-31,CDF Tanzania,JOB OPPORTUNITIES AT CDF!!!  Do you like the work that we do and would like to be a part of our team? There is good news CDF has some job opportunities and we would like to hear from YOU.  Tell a friend to tell a friend!...  
1622, Central Africa Standard Time	,2018-10-30,CDF Tanzania,RT @MenEngageAfrica: Our @kemea10 @MenEngage_Tz @MenEngageB 'name': 'menengage africa' 'id': '1601392104'} {'screen_name': 'kemea10'
1623, Central Africa Standard Time	,2018-10-30,CDF Tanzania, 'name': 'menengage tanzania' 'id': '832510758437126145'} {'screen_name': 'swedenintz'
1624, Central Africa Standard Time	,2018-10-30,CDF Tanzania,RT @sungusiamj: #GenderEquality cannot be achieved without the involvement of men &amp; boys @cdftz @SonkeTogether @MenEngageAfrica @kemea10 @M…	en	[{'screen_name': 'cdftz' 'name': 'cdf tanzania' 'id': '2787015761'} {'screen_name': 'sonketogether'
1625, Central Africa Standard Time	,2018-10-29,CDF Tanzania,RT @FOR leads training for Police Officer…	en	[{'screen_name': 'forwarduk' 'name': 'forward uk' 'id': '466647531'}]	[]	[]	0	4	0	[]	[]	
1626, Central Africa Standard Time	,2018-10-29,CDF Tanzania,RT @sungusiamj: Dr. Ashwanee presenting on #genderequality within an international human rights framework in Africa during #MATI training s…	en	[]	[]	[]	0	10	0	['genderequality' 'mati']	[]	
1627, Central Africa Standard Time	,2018-10-29,CDF Tanzania,RT @UNICEFEducation: This student holds a simple message but a critical one.   What about 200+ millions children &amp; adolescents who are NOT…	en	[{'screen_name': 'unicefeducation' 'name': 'unicef education' 'id': '571072597'}]	[]	[]	0	74	0	[]	[]	
1628, Central Africa Standard Time	,2018-10-29,CDF Tanzania,RT @SwedeninTZ: Happening right now- Sweden signing an agreement with our long standing partner Femina Hip for the years 2018-2020 to cont…	en	[{'screen_name': 'swedenintz' 'name': 'sweden in tanzania' 'id': '1207005162'}]	[]	[]	0	26	0	[]	[]	
1629, Central Africa Standard Time	,2018-10-29,CDF Tanzania,RT @MenEngageAfrica: The annual @MenEngageAfrica @MATI_Leaders short course starts today at the #UniversityofPretoria until Sat03-Nov wit…	en	[{'screen_name': 'menengageafrica' 'name': 'menengage africa'
1630, Central Africa Standard Time	,2018-10-29,CDF Tanzania,RT @sungusiamj: Representing @MenEngage_Tz under @cdftz to the Annual #MenEngageAfrica  Accountability training that is taking place at the…	en	[{'screen_name': 'menengage_tz' 'name': 'menengage tanzania' 'id': '832510758437126145'} {'screen_name': 'cdftz'
1631, Central Africa Standard Time	,2018-10-26,CDF Tanzania,Leo Mpwapwa tumefanya mafunzo juu ya ushiriki wa wanaume katika kukomesha ukatili dhidi ya wanawake na watoto Baada ya mafunzo ni bonanza ambapo tumeanda mechi ya mpira na burudani ya kisingeli! #Bonanza @SwedeninTZ @EUinTZ @Sida @CanadaTanzania @UNFPATanzania @KoshumaMtengeti  
1632, Central Africa Standard Time	,2018-10-25,CDF Tanzania,RT @FORTanzania speak in front of a representative of the Tarime District Commissio…	en	[{'screen_name': 'forwarduk' 'name': 'forward uk' 'id': '466647531'}]	[]	[]	0	4	0	[]	[]	
1633, Central Africa Standard Time	,2018-10-24,CDF Tanzania,RT @ALVARO_UNTZ: As we mark #UNDay I take this opportunity to thank the government of #Tanzania for their sustained partnership as we cont…	en	[{'screen_name': 'alvaro_untz' 'name': 'alvaro rodriguez' 'id': '2433089773'}]	[]	[]	0	26	0	['unday'
1634, Central Africa Standard Time	,2018-10-24,CDF Tanzania, 'name': 'united nations tz' 'id': '538816787'} {'screen_name': 'alvaro_untz'
1635, Central Africa Standard Time	,2018-10-24,CDF Tanzania,RT @TuwezesheDada: Following the amazing success of our 2017 #16DaysofActivism campaign #MyBodyMyPower @FORWARDUK and our partners will b…	en	[{'screen_name': 'tuwezeshedada' 'name': 'tuwezeshe akina dada'
1636, Central Africa Standard Time	,2018-10-23,CDF Tanzania, 
1637, Central Africa Standard Time	,2018-10-22,CDF Tanzania, this means that by default they are working together. This makes it very important for them to sit together to discuss...  
1638, Central Africa Standard Time	,2018-10-19,CDF Tanzania,RT @Rwamuhuru:  'name': 'evans mulokozi🇹🇿' 'id': '384207560'}]	[]	[]	0	3	0	[]	[]	
1639, Central Africa Standard Time	,2018-10-18,CDF Tanzania,It takes a whole village to raise a child - it also takes a whole village to solve a problem.  'name': 'forward uk' 'id': '466647531'} {'screen_name': 'naayosuwa'
1640, Central Africa Standard Time	,2018-10-18,CDF Tanzania,"""""""Sasa hivi mtoto wa kike wanaweza kuja na kushtaki kwamba mvulana amemshika matiti bila ya ridhaa yake. Hii ni kwa sababu sasa hivi anajua kwamba huo ni ukatili wa kijinsia."""" Muelimishe Mtoto! @FOR 'name': 'forward uk' 'id': '466647531'} {'screen_name': 'swedenintz'"
1641, Central Africa Standard Time	,2018-10-18,CDF Tanzania,RT @SwedeninTZ: Do You or maybe someone you know want to study in 🇸🇪 ?  The application period for fall 19 has started! Learn more about…	en	[{'screen_name': 'swedenintz' 'name': 'sweden in tanzania'
1642, Central Africa Standard Time	,2018-10-18,CDF Tanzania,For what has now become an annual meeting CDF is once again bringing together the stakeholders in the protection and welfare of Children in the District of Mpwapwa. @FORWARDUK @Sida @SwedeninTZ @umwalimu @UNFPATanzania @UNICEFTanzania  
1643, Central Africa Standard Time	,2018-10-17,CDF Tanzania,RT @UNFPATanzania: “Choice can change the world.” – UNFPA Executive Director @Atayeshe   See why #FertilityMatters and what countries can d…	en	[{'screen_name': 'unfpatanzania' 'name': 'unfpa tanzania' 'id': '988178335'} {'screen_name': 'atayeshe'
1644, Central Africa Standard Time	,2018-10-17,CDF Tanzania,RT @GirlsNotBrides: #EndChildMarriage helps to #EndPoverty. 🔄 By not marrying early and staying in school a girl is more likely to be heal…	en	[{'screen_name': 'girlsnotbrides' 'name': 'girls not brides' 'id': '360046324'}]	[]	[]	0	41	0	['endchildmarriage'
1645, Central Africa Standard Time	,2018-10-17,CDF Tanzania,Katika  maadhimisho ya Siku ya Mtoto wa Kike Duniani yalifanyika tarehe 11 Oktoba katika Shule ya Sekondari Korotambe katika Kata ya Mwema. CDF iliandaana maadhimisho haya chini ya ufadhili wa Comic Relief...  
1646, Central Africa Standard Time	,2018-10-17,CDF Tanzania,"""A strong leader is one who speaks for the less privileged groups in the society. The """"Power "
1647, Central Africa Standard Time	,2018-10-16,CDF Tanzania,RT @MenEngage_Tz: Monitoring and Evaluation are key components in programs. @Stacey from @SonkeTogether leading the M&amp;E session during the…	en	[{'screen_name': 'menengage_tz' 'name': 'menengage tanzania' 'id': '832510758437126145'} {'screen_name': 'stacey'
1648, Central Africa Standard Time	,2018-10-16,CDF Tanzania,RT @MenEngage_Tz: Participants during the M&amp;E group work as part of the training session. @cdftz @MenEngageAfrica @SonkeTogether @MenEngage…	en	[{'screen_name': 'menengage_tz' 'name': 'menengage tanzania' 'id': '832510758437126145'} {'screen_name': 'cdftz'
1649, Central Africa Standard Time	,2018-10-13,CDF Tanzania,"""RT @EuphomiaE: Presenting """"Msichana na Tanzania project"""" to Sweden ambassador in Tanzania His Excellency Anders Sjoberg @sjoberg_a and @DFI…""	en	[{'screen_name': 'euphomiae' 'name': 'euphomia edward' 'id': '921287015894802433'} {'screen_name': 'sjoberg_a'"
1650, Central Africa Standard Time	,2018-10-12,CDF Tanzania,As the cutting season here in Tanzania approaches it is important for Government officials religious and clan leaders girls and members of the community to meet and talk about strategies to ensure that FGM comes to an...  
1651, Central Africa Standard Time	,2018-10-11,CDF Tanzania,RT @maendeleoyajami: #SikuYaBintiTZ Naibu  'name': 'maendeleoyajamiitz' 'id': '881852366605213697'} {'screen_name': 'docfaustine'
1652, Central Africa Standard Time	,2018-10-11,CDF Tanzania,Ili kumkomboa na kumlinda mtoto wa kike ni muhimu sana kuachana na mila potofu na kuwekeza katika elimu - sio tu kwa wasichana ila kwa jamii nzima! #SikuYaBintiTZ #DayoftheGirl  @SwedeninTZ @UNFPATanzania @CanadaTanzania @EUinTZ @EndCEFM @humanrightstz  
1653, Central Africa Standard Time	,2018-10-11,CDF Tanzania,RT @SwedeninTZ: A key factor to prevent teenage pregnancies as in so many other issues is knowledge!  @JenniferKayombo   #SikuYaBintiTZ…	en	[{'screen_name': 'swedenintz' 'name': 'sweden in tanzania'
1654, Central Africa Standard Time	,2018-10-11,CDF Tanzania,RT @UNFPATanzania: Maadhimisho ya #SikuYaBintiTz yanachagizwa na kilele cha Mdahalo wa Kitaifa juu ya UkeketajiMimba na Ndoa za Utotoni. M…	in	[{'screen_name': 'unfpatanzania' 'name': 'unfpa tanzania' 'id': '988178335'}]	[]	[]	0	12	0	['sikuyabintitz']	[]	
1655, Central Africa Standard Time	,2018-10-11,CDF Tanzania,Tarehe 29 Septemba Ofisi ya CDF ya Mpwapwa kwa kushirikiana na Halmashauri ya Wilaya iliandaa kikao cha robo mwaka cha Kamati ya Wilaya ya Ulinzi wa wanawake na watoto. Kikao hicho ambacho kilidhaminiwa na UNFPA Tanzania...  
1656, Central Africa Standard Time	,2018-10-11,CDF Tanzania,RT @EUinTZ: By 2022 #TZ aims at reducing #TeenagePregnancies to 5% by preventing &amp; responding to all forms of #VA 'name': 'eu in tanzania' 'id': '2375083760'}]	[]	[]	0	13	0	['tz' 'teenagepregnancies'
1657, Central Africa Standard Time	,2018-10-11,CDF Tanzania,As we celebrate the International Day of the Girl Child it is very important to remember that one of the best ways to empower a girl is through #Education #Education and #Education.  #DayOfTheGirl #SikuYaBintiTZ  @SwedeninTZ @EUinTZ @UNFPATanzania @FORWARDUK  
1658, Central Africa Standard Time	,2018-10-10,CDF Tanzania,RT @TuwezesheDada: This time last week the TuWezeshe Akina Dada Leadership Training began in Dar es Salaam facilitated by @cdftz and @FOR…	en	[{'screen_name': 'tuwezeshedada' 'name': 'tuwezeshe akina dada'
1659, Central Africa Standard Time	,2018-10-10,CDF Tanzania,CDF kwa ufadhili wa Canada Fund for Local Initiatives imeendelea kutoa mafunzo kwa wasichana kutoka baadhi ya shule za Msingi na Sekondari Wilayani Mpwapwa. Tarehe 27 na 28 Septemba mafunzo yalitolewa kwa wasichana 30...  
1660, Central Africa Standard Time	,2018-10-10,CDF Tanzania,Child marriage is threat to the prosperity &amp; stability of countries. It perpetuates poverty over generations. @FOR 'name': 'forward uk' 'id': '466647531'} {'screen_name': 'comicrelief'
1661, Central Africa Standard Time	,2018-10-10,CDF Tanzania,Girls Speak Out Forum We are celebrating young women leaders🔥🔥🔥 @FORWARDUK @comicrelief @EUinTZ @SwedeninTZ @CanadaTanzania @UNFPATanzania @DFID_UK @GirlsNotBrides @unwomenafrica @KoshumaMtengeti @Rwamuhuru @nyiizi @MenEngageAfrica @SonkeTogether @SemaTanzania  
1662, Central Africa Standard Time	,2018-10-10,CDF Tanzania,"""""""Ni lazima wavulana na wanaume watambue kuwa wao ni sehemu ya tatizo na suluhisho ktk kukomesha ndoa za utotoni""""@Rwamuhuru @KoshumaMtengeti @UMATItz @TAM 'name': 'evans mulokozi🇹🇿' 'id': '384207560'} {'screen_name': 'koshumamtengeti'"
1663, Central Africa Standard Time	,2018-10-10,CDF Tanzania,Kuelekea #SikuYaMtoto 'name': 'evans mulokozi🇹🇿' 'id': '384207560'} {'screen_name': 'menengage_tz'
1664, Central Africa Standard Time	,2018-10-10,CDF Tanzania,RT @SemaTanzania: Mdahalo wa Kitaifa kuelekea #SikuYaBintiTZ unaendelea.  'name': 'sema tanzania' 'id': '238877958'}]	[]	[]	0	13	0	['sikuyabintitz']	[]	
1665, Central Africa Standard Time	,2018-10-10,CDF Tanzania,"""RT @EUinTZ: """" as they are p…""	en	[{'screen_name': 'euintz' 'name': 'eu in tanzania' 'id': '2375083760'}]	[]	[]	0	15	0	['childmarriage'"
1666, Central Africa Standard Time	,2018-10-10,CDF Tanzania,"""RT @EUinTZ: """"Sometimes men who meet at traditional rites of passage &amp; become fast friends end up pledging their children for marriage &amp; gir…""	en	[{'screen_name': 'euintz' 'name': 'eu in tanzania' 'id': '2375083760'}]	[]	[]	0	13	0	[]	[]	"
1667, Central Africa Standard Time	,2018-10-10,CDF Tanzania,"""""""Ndoa na Mimba za utotoni sio tu kwa sababu ya umasikini wa fedha bali umasikini wa fikra pia."""" - Ngariba mstaafu. Tusichoke kutoa elimu na kuongelea ukeketaji mimba na ndoa za utotoni ili kumlinda na kumkomboa mtoto wa kike. #SikuYaBintiTZ @CanadaTanzania @EUinTZ @SwedeninTZ""	in	[{'screen_name': 'canadatanzania' 'name': 'high comm. of canada' 'id': '1490553384'}"
1668, Central Africa Standard Time	,2018-10-10,CDF Tanzania,RT @HabariLeo:  Maendeleo ya Jamii Jinsia Wazee na Watoto
1669, Central Africa Standard Time	,2018-10-10,CDF Tanzania,Mila na desturi zinazomkandamiza mtoto wa kike na kumnyima fursa za elimu na kuishi hazipaswi kufumbiwa macho; Jamii lazima iwalinde wasichana hususan dhidi ya ndoa za utotoni @KoshumaMtengeti @UMATItz @umwalimu @SemaTanzania @FOR 'name': 'koshuma mtengeti' 'id': '605489395'} {'screen_name': 'umatitz'
1670, Central Africa Standard Time	,2018-10-10,CDF Tanzania,RT @EndCEFM: Mr. Sabas Massawe from Dogo Dogo Centre giving opening remarks during the #IDG2018 Dialogue event #NiJukumuLangu #SikuYaBintiT…	en	[{'screen_name': 'endcefm' 'name': 'tecmn tanzania' 'id': '765473931558064129'}]	[]	[]	0	5	0	['idg2018' 'nijukumulangu']	[]	
1671, Central Africa Standard Time	,2018-10-10,CDF Tanzania,@SemaTanzania @EndCEFM @TAM 'name': 'tecmn tanzania' 'id': '765473931558064129'} {'screen_name': 'tamwa_'
1672, Central Africa Standard Time	,2018-10-10,CDF Tanzania,Chini ya Ufadhili wa Shirika la Umoja wa Mataifa la Idadi ya  UNFPA Tanzania CDF imefanikisha mafunzo kwa maafisa 12 kutoka Dawati la Polisi la Jinsia na Watoto kutoka vituo vya Mpwapwa Mjini na Kibakwe...  
1673, Central Africa Standard Time	,2018-10-10,CDF Tanzania,"""RT @nyiizi: """"Unapowaambia hiki mnachofanya ni kibaya na wamekuwa akifanya wanakuona ni adui. Unapotoa fursa ya wao kujadili watagundua m…""	in	[{'screen_name': 'nyiizi'"
1674, Central Africa Standard Time	,2018-10-10,CDF Tanzania,"""""""Kama wewe ni msichana hupaswi kukata tamaawekeza katika ndoto zako bila kujali historia ya maisha yako"""".@AnjelaBenedicto @UMATItz @FORWARDUK @CanadaTanzania @SwedeninTZ @comicrelief @UNICEFTanzania @EUinTZ @DFID_UK @humanrightstz @SemaTanzania  "
1675, Central Africa Standard Time	,2018-10-10,CDF Tanzania,RT @SemaTanzania: TUKO HAPA @tzBritish kwa mjadala kuhusu fursa za elimu kwa watoto wa kike kuelekea #SikuYaBintiTZ. Fuatilia hapa kwa hisa…	in	[{'screen_name': 'sematanzania' 'name': 'sema tanzania' 'id': '238877958'} {'screen_name': 'tzbritish'
1676, Central Africa Standard Time	,2018-10-10,CDF Tanzania,@Dr.@HellenKijoBisimba awaasa mabinti kujitambua na kuchukua hatua dhidi ya vitendo vyote vya ukatili nakutokukubali kuolewa katika umri mdogo. @humanrightstz @UMATItz @FOR 'name': 'lhrc' 'id': '195676860'} {'screen_name': 'umatitz'
1677, Central Africa Standard Time	,2018-10-10,CDF Tanzania,The National Dialogue continues with today focusing on #EndingChildMarriage and supporting #ChildBrides in Tanzania. @SwedeninTZ @CanadaTanzania @EndCEFM @ValerieMsoka @UNFPATanzania @Sida   'name': 'sweden in tanzania' 'id': '1207005162'} {'screen_name': 'canadatanzania'
1678, Central Africa Standard Time	,2018-10-09,CDF Tanzania,Our panelists are leading us on a Q&amp;A and discussion session on ways in which we can #EndFGM #Endchildmarriage and #EndTeenPregnancies in Tanzania. #SikuYaBintiTZ  @SwedeninTZ @UNFPATanzania @EndCEFM @Sida  
1679, Central Africa Standard Time	,2018-10-09,CDF Tanzania,From 9th-10 October #CDF in collaboration with @UMATItz &amp; @wadadaCentre under  @FOR teenage pregnancy &amp; FGM. @SwedeninTZ @UNFPATanzania @EUinTZ @UNICEFTanzania @CanadaTanzania @KoshumaMtengeti  
1680, Central Africa Standard Time	,2018-10-09,CDF Tanzania,RT @jtfmahon: #adolescents &amp; #YoungPeople at the #NationalDialogue providing their recommendations and way forward on ending #FGM #ChildMa…	en	[{'screen_name': 'jtfmahon' 'name': 'jacqueline mahon' 'id': '262869583'}]	[]	[]	0	16	0	['adolescents'
1681, Central Africa Standard Time	,2018-10-09,CDF Tanzania,Kupinga ukeketaji na ndoa na mimba za utotoni haimaanishi kwamba tunazipinga mila na desturi zetu bali tunazipinga zile mila zinazomkatili na kumuumiza mtoto wa kike. #SikuYaBintiTZ  @UNFPATanzania @SwedeninTZ @UNICEFTanzania @umwalimu   'name': 'unfpa tanzania' 'id': '988178335'} {'screen_name': 'swedenintz'
1682, Central Africa Standard Time	,2018-10-09,CDF Tanzania,"""""""Serikali ya awamu ya 5 imehakikisha kwamba elimu ni bure ili kuwakinga watoto wa kike dhidi ya #ndoazautotoni na #mimbazautotoni"""" - @umwalimu  #SikuYaBintiTZ  @Sida @UNICEFTanzania @UNFPATanzania @SwedeninTZ   'name': 'umwalimu' 'id': '1286963328439463937'} {'screen_name': 'sida'"
1683, Central Africa Standard Time	,2018-10-09,CDF Tanzania,"""""""Mimba na Ndoa za Utotoni bado ni tatizo kubwa ktk nchi yetu wasichana wamekuwa wahanga wakubwa hivyo tunaitaka jamii na wadau wa maendeleo kuchukua hatua za haraka""""@FORWARDUK @WadadaCentre @UMATItz @comicrelief @UNFPATanzania @SwedeninTZ @  "
1684, Central Africa Standard Time	,2018-10-09,CDF Tanzania,Kuelekea Siku ya Mtoto  CDF yaandaa Kongamano kubwa la wasichana kujadili namna yakukabiliana na vitendo vya ukatili.@FORWARDUK @UMATItz @CanadaTanzania @UNFPATanzania @UdsmAlumni  
1685, Central Africa Standard Time	,2018-10-09,CDF Tanzania,RT @EUinTZ: From 9-11October #TZ holds a national dialogue to address #FGM  #ChildMarriage &amp; #TeenagePregnancy especially w/regions most…	en	[{'screen_name': 'euintz' 'name': 'eu in tanzania'
1686, Central Africa Standard Time	,2018-10-09,CDF Tanzania,Today we begin the 3-day National Dialogue to make sure that we tackle #FGM #childmarriage and #TeenagePregnancy so that we can bring an end to them. @UNFPATanzania @Sida @SwedeninTZ @GirlsNotBrides   'name': 'unfpa tanzania' 'id': '988178335'} {'screen_name': 'sida'
1687, Central Africa Standard Time	,2018-10-03,CDF Tanzania,RT @sungusiamj: To stop child marriage policies and programs must educate communities raise awareness engage local and religious leaders…	en	[]	[]	[]	0	2	0	[]	[]	
1688, Central Africa Standard Time	,2018-10-03,CDF Tanzania,RT @EUinTZ: H/N: @MNMAOFFICIAL today holds their dialogue on challenges facing the #GirlChild to #EndFGM #EndChildMarriage #EndTeenagePregn…	en	[{'screen_name': 'euintz' 'name': 'eu in tanzania' 'id': '2375083760'} {'screen_name': 'mnmaofficial'
1689, Central Africa Standard Time	,2018-10-03,CDF Tanzania,RT @TAM waathirika wakubwa wa vitendo vya ukatili wa kijinsia ni wanawake na watoto. Pia ukatili huu haumua…	in	[{'screen_name': 'tamwa_' 'name': 'tanzania media women' 'id': '1274843022'}]	[]	[]	0	18	0	[]	[]	
1690, Central Africa Standard Time	,2018-10-03,CDF Tanzania, 
1691, Central Africa Standard Time	,2018-09-27,CDF Tanzania,RT @EndCEFM: Evidence Based Advocacy training for #TECMN members underway; sharpening coalition to tackle child marriage &amp; advocate for the…	en	[{'screen_name': 'endcefm' 'name': 'tecmn tanzania' 'id': '765473931558064129'}]	[]	[]	0	3	0	['tecmn']	[]	
1692, Central Africa Standard Time	,2018-09-27,CDF Tanzania, motivate and strengthen Girls and Young women leadership. Let's create a safe space to talk! @FORWARDUK @TuwezesheDada   
